setting_name,split_label,split_seed,model_name,pooling,layer,n_stored,n_probe,decision_noise_std,corruption_mode,noise_std,max_shift,occlusion_frac,mean_pairwise_cosine_similarity,mean_pairwise_cosine_distance,pairwise_cosine_similarity_std,pairwise_cosine_distance_std,ident_accuracy,gen_accuracy
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_0,40,80,0.01,occlusion,5.0,2,0.5,0.9958947997705448,0.0041052002294550164,0.002175730103952277,0.002175730103952277,0.0,2.5
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_1,40,80,0.01,occlusion,5.0,2,0.5,0.9955958817246715,0.00440411827532859,0.0018910150817004453,0.0018910150817004453,0.0,2.5
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_2,40,80,0.01,occlusion,5.0,2,0.5,0.9878521660865769,0.012147833913423079,0.004799494610826921,0.004799494610826921,15.0,1.25
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_3,40,80,0.01,occlusion,5.0,2,0.5,0.9773778126630057,0.022622187336994223,0.007865849341120714,0.007865849341120714,25.0,2.5
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_4,40,80,0.01,occlusion,5.0,2,0.5,0.953812494570459,0.04618750542954089,0.0145132080653938,0.0145132080653938,75.0,1.25
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_5,40,80,0.01,occlusion,5.0,2,0.5,0.9187898192530223,0.0812101807469777,0.020761235637686608,0.020761235637686608,95.0,5.0
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_6,40,80,0.01,occlusion,5.0,2,0.5,0.902007974799481,0.09799202520051908,0.020859854741373144,0.020859854741373144,97.5,5.0
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_7,40,80,0.01,occlusion,5.0,2,0.5,0.9106401610619508,0.08935983893804915,0.02286257547836603,0.02286257547836603,92.5,5.0
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_8,40,80,0.01,occlusion,5.0,2,0.5,0.9355450202242673,0.06445497977573256,0.01562786389235898,0.01562786389235898,72.5,2.5
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_9,40,80,0.01,occlusion,5.0,2,0.5,0.9460124429594512,0.05398755704054882,0.011901001785218988,0.011901001785218988,42.5,8.75
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_10,40,80,0.01,occlusion,5.0,2,0.5,0.8813397970008683,0.11866020299913177,0.031742982832430704,0.031742982832430704,30.0,30.0
occ50_dnoise001_s40,stored_40_seed_3,3,vit_base_patch16_clip_224.openai,cls,layer_11,40,80,0.01,occlusion,5.0,2,0.5,0.5544932210825244,0.4455067789174756,0.07634445127393151,0.07634445127393151,52.5,63.74999999999999
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_0,40,80,0.01,occlusion,5.0,2,0.5,0.9996910319278253,0.0003089680721746101,0.00023028796940231008,0.00023028796940231008,0.0,2.5
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_1,40,80,0.01,occlusion,5.0,2,0.5,0.9978647246912572,0.002135275308742849,0.0010526154913155345,0.0010526154913155345,2.5,1.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_2,40,80,0.01,occlusion,5.0,2,0.5,0.9970947251472833,0.0029052748527166813,0.0011991014364693868,0.001199101436469387,2.5,1.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_3,40,80,0.01,occlusion,5.0,2,0.5,0.9934298035738887,0.006570196426111341,0.0023074443652642425,0.0023074443652642425,5.0,1.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_4,40,80,0.01,occlusion,5.0,2,0.5,0.9844237553684341,0.015576244631565893,0.006103453113138615,0.006103453113138615,12.5,1.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_5,40,80,0.01,occlusion,5.0,2,0.5,0.9647847793374441,0.03521522066255584,0.01020589461079524,0.01020589461079524,42.5,1.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_6,40,80,0.01,occlusion,5.0,2,0.5,0.9383751221782668,0.06162487782173322,0.01842143642266498,0.01842143642266498,57.49999999999999,6.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_7,40,80,0.01,occlusion,5.0,2,0.5,0.9507492477308596,0.04925075226914045,0.01255017060006919,0.01255017060006919,35.0,7.5
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_8,40,80,0.01,occlusion,5.0,2,0.5,0.9564681580406484,0.043531841959351586,0.00860406555397654,0.00860406555397654,30.0,8.75
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_9,40,80,0.01,occlusion,5.0,2,0.5,0.950789443582611,0.049210556417389154,0.008802616391995385,0.008802616391995385,35.0,18.75
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_10,40,80,0.01,occlusion,5.0,2,0.5,0.8608424520185811,0.13915754798141886,0.0326180650271874,0.0326180650271874,67.5,46.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_224,cls,layer_11,40,80,0.01,occlusion,5.0,2,0.5,0.8820153267898552,0.11798467321014489,0.02286973824264039,0.02286973824264039,80.0,47.5
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_clip_224.openai,cls,layer_0,40,80,0.01,occlusion,5.0,2,0.5,0.9959427845499241,0.004057215450075779,0.0022641697932344125,0.0022641697932344125,2.5,1.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_clip_224.openai,cls,layer_1,40,80,0.01,occlusion,5.0,2,0.5,0.995638448365432,0.004361551634568035,0.0019367845307544666,0.0019367845307544664,5.0,1.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_clip_224.openai,cls,layer_2,40,80,0.01,occlusion,5.0,2,0.5,0.9879218173443824,0.01207818265561748,0.004952112002077424,0.004952112002077425,5.0,2.5
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_clip_224.openai,cls,layer_3,40,80,0.01,occlusion,5.0,2,0.5,0.9767034245438481,0.02329657545615185,0.008426885871957657,0.008426885871957656,20.0,2.5
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_clip_224.openai,cls,layer_4,40,80,0.01,occlusion,5.0,2,0.5,0.9527706617792647,0.04722933822073523,0.01629496410689079,0.01629496410689079,60.0,2.5
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_clip_224.openai,cls,layer_5,40,80,0.01,occlusion,5.0,2,0.5,0.9204896060471863,0.07951039395281367,0.021644531841831297,0.021644531841831297,90.0,1.25
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_clip_224.openai,cls,layer_6,40,80,0.01,occlusion,5.0,2,0.5,0.9022472188887768,0.09775278111122332,0.02647860643573378,0.02647860643573378,95.0,3.75
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_clip_224.openai,cls,layer_7,40,80,0.01,occlusion,5.0,2,0.5,0.9133574821163084,0.08664251788369155,0.022049179807796884,0.022049179807796884,87.5,2.5
occ50_dnoise001_s40,stored_40_seed_4,4,vit_base_patch16_clip_224.openai,cls,layer_8,40,80,0.01,occlusion,5.0,2,0.5,0.9384168152280223,0.061583184771977655,0.015939244658989504,0.015939244658989504,60.0,3.75
